	chr	start	end	value	area	cluster	indexStart	indexEnd	L	clusterL	name	annotation	description	region	distance	subregion	insideDistance	exonnumber	nexons	UTR	strand	geneL	codingL	Geneid	subjectHits
11677	chr9	98389082	98389082	-0.053045747	0.053045747	196898	242908	242908	1	1	PTCH1	NM_000264 NM_001083602 NM_001083603 NM_001083604 NM_001083605 NM_001083606 NM_001083607 NM_001354918 NM_001354919 NP_000255 NP_001077071 NP_001077072 NP_001077073 NP_001077074 NP_001077075 NP_001077076 NP_001341847 NP_001341848 NR_149061	upstream	upstream	109835	NA	NA	NA	2	NA	-	31280	NA	5727	48262
8428	chr4	183478388	183478388	-0.053041196	0.053041196	148663	125625	125625	1	1	TENM3	NM_001080477 NP_001073946 XM_017008385 XM_017008386 XM_017008387 XM_017008388 XM_017008389 XM_017008390 XM_017008391 XM_017008392 XM_017008393 XM_017008394 XM_017008395 XM_017008396 XP_016863874 XP_016863875 XP_016863876 XP_016863877 XP_016863878 XP_016863879 XP_016863880 XP_016863881 XP_016863882 XP_016863883 XP_016863884 XP_016863885	inside intron	inside	233289	inside intron	43688	3	27	inside transcription region	+	479078	NA	55714	45663
1329	chr5	115842919	115842919	0.053040174	0.053040174	155124	139797	139797	1	1	SEMA6A	NM_001300780 NM_020681 NM_020796 NP_001287709 NP_065847 XM_005272042 XM_006714663 XM_017009675 XM_017009676 XP_005272099 XP_006714726 XP_016865164 XP_016865165	inside intron	inside	67632	inside intron	-2240	2	19	5' UTR	-	131300	NA	57556	48866
11987	chrX	139593505	139593505	-0.053039053	0.053039053	204032	483417	483417	1	4	SOX3	NM_005634 NP_005625	upstream	upstream	6280	NA	NA	NA	1	NA	-	2073	NA	6658	55054
9203	chr6	1410489	1410489	-0.053037518	0.053037518	160493	152029	152029	1	6	FOXF2	NM_001452 NP_001443	downstream	downstream	20420	NA	NA	NA	2	NA	+	5763	NA	2295	19132
6242	chr19	4555999	4555999	-0.053036822	0.053036822	95106	429268	429268	1	3	SEMA6B	NM_020241 NM_032108 NM_133327 NP_115484 XM_011527639 XM_011527640 XM_011527641 XP_011525941 XP_011525942 XP_011525943	inside exon	inside	3772	inside exon	0	6	14	inside transcription region	-	17165	NA	10501	5058
6289	chr19	13620109	13620109	-0.053031784	0.053031784	96759	433935	433935	1	1	CACNA1A	NM_000068 NM_001127221 NM_001127222 NM_001174080 NM_023035 NP_000059 NP_001120693 NP_001120694 NP_001167551 NP_075461	upstream	upstream	2835	NA	NA	NA	47	NA	-	300018	NA	773	59200
8973	chr5	140892370	140892370	-0.053031686	0.053031686	156960	144300	144300	1	5	PCDHGA8	NM_014004 NM_032088 NP_054723 NP_114477	inside exon	inside	120887	inside exon	0	4	4	3'UTR	+	121065	NA	9708	72317
10416	chr7	147256367	147256367	-0.053028537	0.053028537	183186	213282	213282	1	3	CNTNAP2	NM_014141 NP_054860 XM_017011950 XP_016867439	inside intron	inside	1442914	inside intron	2862	12	24	inside transcription region	+	2304635	NA	26047	23665
2902	chr10	86087961	86087961	-0.053025245	0.053025245	26096	261428	261428	1	12	CCSER2	NM_001284240 NM_001284241 NM_001284242 NM_001284243 NM_001351290 NM_001351292 NM_018999 NP_001271169 NP_001271170 NP_001271171 NP_001271172 NP_001338219 NP_001338221 NP_061872 XM_005269905 XM_005269906 XM_005269908 XM_006717894 XM_006717895 XM_011539870 XM_011539871 XM_011539872 XM_011539873 XM_017016340 XM_017016341 XM_017016342 XM_017016343 XP_005269962 XP_005269963 XP_005269965 XP_006717957 XP_006717958 XP_011538172 XP_011538173 XP_011538174 XP_011538175 XP_016871829 XP_016871830 XP_016871831 XP_016871832 XR_001747112 XR_001747113 XR_945776	promoter	promoter	449	NA	NA	NA	10	NA	+	189866	NA	54462	42176
9904	chr6	170525426	170525426	-0.053023602	0.053023602	172373	187879	187879	1	3	LOC154449	NR_002787	downstream	downstream	46231	NA	NA	NA	3	NA	-	8235	NA	154449	13591
2526	chr1	248684628	248684628	-0.053021347	0.053021347	20250	46722	46722	1	2	OR2G6	NM_001013355 NP_001013373	promoter	promoter	320	NA	NA	NA	1	NA	+	950	NA	391211	33418
6467	chr19	51226357	51226357	-0.053021167	0.053021167	101329	446452	446452	1	7	CLEC11A	NM_002975 NP_002966	promoter	promoter	248	NA	NA	NA	4	NA	+	2376	NA	6320	51671
11358	chr8	77618893	77618893	-0.053019229	0.053019229	190229	229690	229690	1	14	ZFHX4	NM_024721 NP_078997 XM_011517592 XM_011517593 XM_011517594 XM_011517595 XM_011517596 XM_011517597 XM_017013845 XP_011515894 XP_011515895 XP_011515896 XP_011515897 XP_011515898 XP_011515899 XP_016869334	inside exon	inside	2615	inside exon	0	1	9	inside transcription region	+	152266	NA	79776	61189
3610	chr11	50260762	50260762	-0.053018496	0.053018496	35052	284583	284583	1	1	LOC441601	NR_003034	upstream	upstream	3129	NA	NA	NA	6	NA	-	18634	NA	441601	36376
3626	chr11	59785552	59785552	-0.053014447	0.053014447	35489	285519	285519	1	1	OOSP2	NM_173801 NP_776162	upstream	upstream	22196	NA	NA	NA	4	NA	+	7768	NA	219990	17787
311	chr10	130009122	130009122	0.053014025	0.053014025	29654	269734	269734	1	4	MKI67	NM_001145966 NM_002417 NP_001139438 NP_002408 XM_006717864 XM_011539818 XP_006717927 XP_011538120	upstream	upstream	84654	NA	NA	NA	14	NA	-	29543	NA	4288	35609
8873	chr5	52096811	52096811	-0.053013411	0.053013411	152136	133811	133811	1	2	PELO	NM_015946 NP_057030	inside exon	inside	13037	inside exon	0	2	3	inside transcription region	+	14678	NA	53918	41784
8961	chr5	140594406	140594406	-0.053012616	0.053012616	156857	143830	143830	1	1	PCDHB13	NM_018933 NP_061756	inside exon	inside	897	inside exon	0	1	1	inside transcription region	+	3484	NA	56123	46670
8366	chr4	156586710	156586710	-0.053012593	0.053012593	147832	123910	123910	1	2	GUCY1A3	NM_000856 NM_001130682 NM_001130683 NM_001130684 NM_001130685 NM_001130686 NM_001130687 NM_001256449 NP_000847 NP_001124154 NP_001124155 NP_001124156 NP_001124157 NP_001124159 NP_001243378 XM_005262955 XM_005262956 XM_005262957 XM_006714196 XM_006714197 XM_006714198 XM_011531900 XP_005263012 XP_005263013 XP_005263014 XP_006714259 XP_006714260 XP_006714261 XP_011530202	promoter	promoter	1152	NA	NA	NA	11	NA	+	70352	NA	2982	28132
6344	chr19	29584534	29584534	-0.053012257	0.053012257	98128	437717	437717	1	5	LINC01532	NR_040036	downstream	downstream	91072	NA	NA	NA	5	NA	+	11400	NA	100505835	1947
1947	chr1	27709575	27709575	-0.053008357	0.053008357	5262	12940	12940	1	17	CD164L2	NM_001330448 NM_207397 NP_001317377 NP_997280 XM_005245868 XM_011541441 XP_005245925 XP_011539743 XR_241190	inside intron	inside	230	inside intron	66	1	5	inside transcription region	-	4209	NA	388611	32934
126	chr1	95464471	95464471	0.053007884	0.053007884	10462	24822	24822	1	1	ALG14	NM_001305242 NM_144988 NP_001292171 NP_659425 NR_131032 XM_005270582 XM_011540897 XP_005270639 XP_011539199 XR_001737024 XR_001737025 XR_946568	inside intron	inside	74036	inside intron	-15608	4	4	inside transcription region	-	90228	NA	199857	16403
5490	chr16	55512870	55512870	-0.053007458	0.053007458	76537	381466	381466	1	15	MMP2	NM_001127891 NM_001302508 NM_001302509 NM_001302510 NM_004530 NP_001121363 NP_001289437 NP_001289438 NP_001289439 NP_004521	promoter	promoter	211	NA	NA	NA	13	NA	+	27505	NA	4313	35718
11175	chr8	32600392	32600392	-0.05300315	0.05300315	187990	224908	224908	1	1	NRG1	NM_001159995 NM_001159996 NM_001159999 NM_001160001 NM_001160002 NM_001160004 NM_001160005 NM_001160007 NM_001160008 NM_001322197 NM_001322201 NM_001322202 NM_001322203 NM_001322205 NM_001322206 NM_001322207 NM_004495 NM_013956 NM_013957 NM_013958 NM_013959 NM_013960 NM_013962 NM_013964 NP_001153467 NP_001153468 NP_001153471 NP_001153473 NP_001153474 NP_001153476 NP_001153477 NP_001153479 NP_001153480 NP_001309126 NP_001309130 NP_001309131 NP_001309132 NP_001309134 NP_001309135 NP_001309136 NP_004486 NP_039250 NP_039251 NP_039252 NP_039253 NP_039254 NP_039256 NP_039258 XM_005273486 XM_005273487 XM_006716335 XM_011544512 XM_017013365 XM_017013366 XM_017013367 XM_017013368 XM_017013369 XM_017013370 XM_017013371 XM_017013372 XP_005273543 XP_005273544 XP_006716398 XP_011542814 XP_016868854 XP_016868855 XP_016868856 XP_016868857 XP_016868858 XP_016868859 XP_016868860 XP_016868861	inside intron	inside	14925	inside intron	-798	2	8	inside transcription region	+	37091	NA	3084	28831
7692	chr3	5468035	5468035	-0.053002361	0.053002361	128375	82073	82073	1	2	MIR4790	NR_039953	upstream	upstream	176095	NA	NA	NA	1	NA	-	78	NA	100616334	2949
7794	chr3	54637227	54637227	-0.053000672	0.053000672	132188	90716	90716	1	1	CACNA2D3	NM_018398 NP_060868 XM_005265318 XM_011533946 XM_011533947 XM_011533948 XM_011533949 XM_011533950 XM_011533951 XM_011533952 XM_011533953 XM_011533954 XM_011533955 XM_017006850 XM_017006851 XM_017006852 XM_017006853 XM_017006854 XP_005265375 XP_011532248 XP_011532249 XP_011532250 XP_011532251 XP_011532252 XP_011532253 XP_011532254 XP_011532255 XP_011532256 XP_011532257 XP_016862339 XP_016862340 XP_016862341 XP_016862342 XP_016862343 XR_001740203 XR_001740204 XR_001740205 XR_427281 XR_940472 XR_940473	inside intron	inside	405829	inside intron	-21322	7	21	inside transcription region	+	688215	NA	55799	46042
5836	chr17	46872871	46872871	-0.052999153	0.052999153	86690	407298	407298	1	9	TTLL6	NM_001130918 NM_173623 NP_001124390 NP_775894 XM_017024491 XM_017024492 XM_017024493 XM_017024494 XM_017024495 XM_017024496 XM_017024497 XP_016879980 XP_016879981 XP_016879982 XP_016879983 XP_016879984 XP_016879985 XP_016879986	inside intron	inside	21598	inside intron	551	8	16	inside transcription region	-	54876	NA	284076	26405
58	chr1	26737262	26737262	0.052995923	0.052995923	5094	12475	12475	1	24	LIN28A	NM_024674 NP_078950 XM_011542148 XP_011540450	promoter	promoter	7	NA	NA	NA	4	NA	+	18950	NA	79727	61066
11266	chr8	54789207	54789207	-0.052995511	0.052995511	189148	227308	227308	1	10	RGS20	NM_001286673 NM_001286674 NM_001286675 NM_003702 NM_170587 NP_001273602 NP_001273603 NP_001273604 NP_003693 NP_733466 NR_104578 NR_104579 XM_011517622 XP_011515924	inside intron	inside	24839	inside intron	-24582	1	3	inside transcription region	+	107495	NA	8601	67196
102	chr1	65468782	65468782	0.05299317	0.05299317	9051	21752	21752	1	10	JAK1	NM_001320923 NM_001321852 NM_001321853 NM_001321854 NM_001321855 NM_001321856 NM_001321857 NM_002227 NP_001307852 NP_001308781 NP_001308782 NP_001308783 NP_001308784 NP_001308785 NP_001308786 NP_002218 XM_017001212 XP_016856701	upstream	upstream	36163	NA	NA	NA	26	NA	-	133713	NA	3716	31829
5739	chr17	25784714	25784714	-0.052992316	0.052992316	83709	399436	399436	1	1	KSR1	NM_014238 NP_055053 XM_006722154 XM_011525429 XM_011525430 XM_011525431 XM_017025267 XM_017025268 XM_017025269 XM_017025270 XM_017025271 XM_017025272 XM_017025273 XM_017025274 XM_017025275 XM_017025276 XM_017025277 XM_017025278 XM_017025279 XM_017025280 XP_006722217 XP_011523731 XP_011523732 XP_011523733 XP_016880756 XP_016880757 XP_016880758 XP_016880759 XP_016880760 XP_016880761 XP_016880762 XP_016880763 XP_016880764 XP_016880765 XP_016880766 XP_016880767 XP_016880768 XP_016880769 XR_934587 XR_934588 XR_934589	upstream	upstream	14322	NA	NA	NA	21	NA	+	151682	NA	8844	67993
6151	chr18	76262286	76262286	-0.052987811	0.052987811	93119	424358	424358	1	2	SALL3	NM_171999 NP_741996	upstream	upstream	477989	NA	NA	NA	3	NA	+	18694	NA	27164	25208
6914	chr2	109858972	109858972	-0.052987753	0.052987753	110345	63153	63153	1	1	SH3RF3	NM_001099289 NP_001092759 XM_011511109 XM_011511110 XP_011509411 XP_011509412	inside intron	inside	112975	inside intron	105157	2	10	inside transcription region	+	516210	NA	344558	30816
7115	chr2	229046785	229046785	-0.052985861	0.052985861	117032	76812	76812	1	7	SPHKAP	NM_001142644 NM_030623 NP_001136116 NP_085126 XM_005246870 XM_006712777 XM_006712778 XM_011511925 XP_005246927 XP_006712840 XP_006712841 XP_011510227	promoter	promoter	424	NA	NA	NA	8	NA	-	201691	NA	80309	62529
1810	chr1	3282449	3282449	-0.052985627	0.052985627	1182	3730	3730	1	3	PRDM16	NM_022114 NM_199454 NP_071397 NP_955533 XM_005244772 XM_005244773 XM_005244774 XM_006710814 XM_011541945 XM_017002050 XP_005244829 XP_005244830 XP_005244831 XP_006710877 XP_011540247 XP_016857539	inside intron	inside	296707	inside intron	19266	4	17	5' UTR	+	369443	NA	63976	52076
5313	chr16	1110991	1110991	-0.052979126	0.052979126	72147	370943	370943	1	8	SSTR5-AS1	NM_182510 NR_027242	downstream	downstream	17740	NA	NA	NA	4	NA	-	14649	NA	146336	12203
4874	chr14	94211818	94211818	-0.052973976	0.052973976	62700	349242	349242	1	1	PRIMA1	NM_178004 NM_178013 NP_821092 XM_011536456 XP_011534758	inside intron	inside	42948	inside intron	-8101	4	6	inside transcription region	-	70122	NA	145270	11977
7926	chr3	125930452	125930452	-0.052973404	0.052973404	135493	96800	96800	1	1	ALDH1L1-AS2	NR_046383	downstream	downstream	31544	NA	NA	NA	2	NA	+	30103	NA	100862662	3327
7118	chr2	230350632	230350632	-0.052971543	0.052971543	117062	76854	76854	1	1	DNER	NM_139072 NP_620711 XM_005246950 XP_005247007	inside intron	inside	100983	inside intron	-8662	5	6	inside transcription region	-	139583	NA	92737	70359
1421	chr6	37673335	37673335	0.052970247	0.052970247	164850	171556	171556	1	6	MDGA1	NM_153487 NP_705691 XM_006715056 XM_017010734 XP_006715119 XP_016866223 XR_926140 XR_926141 XR_926142	upstream	upstream	7569	NA	NA	NA	17	NA	-	65482	NA	266727	24530
513	chr13	32835962	32835962	0.052968623	0.052968623	53902	329403	329403	1	1	FRY	NM_023037 NP_075463 XM_006719749 XM_017020303 XM_017020304 XM_017020305 XM_017020306 XM_017020307 XP_006719812 XP_016875792 XP_016875793 XP_016875794 XP_016875795 XP_016875796	inside intron	inside	209	inside intron	-8	1	11	inside transcription region	+	35023	NA	10129	3701
7188	chr2	241853101	241853101	-0.052967851	0.052967851	118720	80702	80702	1	5	C2orf54	NM_001085437 NM_001282921 NM_024861 NP_001078906 NP_001269850 NP_079137 XM_011511877 XP_011510179	upstream	upstream	17528	NA	NA	NA	5	NA	-	10108	NA	79919	61663
3079	chr10	130493103	130493103	-0.052962367	0.052962367	29698	269851	269851	1	3	MKI67	NM_001145966 NM_002417 NP_001139438 NP_002408 XM_006717864 XM_011539818 XP_006717927 XP_011538120	upstream	upstream	568635	NA	NA	NA	14	NA	-	29543	NA	4288	35609
846	chr19	18415538	18415538	0.052962227	0.052962227	97595	436258	436258	1	4	LSM4	NM_001252129 NM_012321 NP_001239058 NP_036453	downstream	downstream	18463	NA	NA	NA	4	NA	-	16961	NA	25804	22814
1938	chr1	24637997	24637997	-0.052962091	0.052962091	4761	11606	11606	1	1	GRHL3	NM_001195010 NM_021180 NM_198173 NM_198174 NP_001181939 NP_067003 NP_937816 NP_937817 XM_011541869 XM_011541870 XP_011540171 XP_011540172	upstream	upstream	7815	NA	NA	NA	16	NA	+	45158	NA	57822	49478
4762	chr14	52735421	52735421	-0.052960805	0.052960805	59690	343024	343024	1	16	PTGDR	NM_000953 NM_001281469 NP_000944 NP_001268398 XM_005267891 XP_005267948	inside intron	inside	990	inside intron	-42	1	2	inside transcription region	+	9011	NA	5729	48270
1196	chr3	193272561	193272561	0.052957672	0.052957672	139541	105330	105330	1	6	ATP13A4	NM_032279 NP_115655 XM_011513232 XM_017007318 XM_017007319 XP_011511534 XP_016862807 XP_016862808 XR_001740324 XR_001740325 XR_924191	inside exon	inside	135	inside exon	0	1	21	5' UTR	-	114792	NA	84239	65058
9587	chr6	106441506	106441506	-0.052955121	0.052955121	167883	178118	178118	1	10	PRDM1	NM_001198 NM_182907 NP_001189 NP_878911 XM_006715550 XM_011536062 XM_011536063 XM_011536064 XM_017011187 XP_006715613 XP_011534364 XP_011534365 XP_011534366 XP_016866676	upstream	upstream	92689	NA	NA	NA	7	NA	+	23619	NA	639	51901
8123	chr4	5624405	5624405	-0.052953334	0.052953334	141419	110512	110512	1	3	EVC2	NM_001166136 NM_147127 NP_001159608 NP_667338 XM_017007735 XM_017007736 XM_017007737 XM_017007738 XM_017007739 XP_016863224 XP_016863225 XP_016863226 XP_016863227 XP_016863228 XR_001741141	inside exon	inside	86870	inside exon	0	15	23	inside transcription region	-	147129	NA	132884	10734
5239	chr15	93956988	93956988	-0.052950867	0.052950867	71017	367926	367926	1	3	RGMA	NM_001166283 NM_001166286 NM_001166287 NM_001166288 NM_001166289 NM_020211 NP_001159755 NP_001159758 NP_001159759 NP_001159760 NP_001159761 NP_064596	upstream	upstream	324545	NA	NA	NA	4	NA	-	45807	NA	56963	47545
219	chr1	228870637	228870637	0.052950736	0.052950736	18709	43620	43620	1	16	RHOU	NM_021205 NP_067028 NR_037962	inside intron	inside	90243	inside intron	2782	2	3	inside transcription region	+	102022	NA	58480	49793
2938	chr10	102513301	102513301	-0.052947332	0.052947332	27407	264551	264551	1	1	PAX2	NM_000278 NM_001304569 NM_003987 NM_003988 NM_003989 NM_003990 NP_000269 NP_001291498 NP_003978 NP_003979 NP_003980 NP_003981 XM_017016281 XM_017016282 XM_017016283 XM_017016284 XM_017016285 XM_017016286 XM_017016287 XM_017016288 XM_017016289 XP_016871770 XP_016871771 XP_016871772 XP_016871773 XP_016871774 XP_016871775 XP_016871776 XP_016871777 XP_016871778	inside intron	inside	4692	inside intron	-2652	2	7	inside transcription region	+	75897	NA	5076	38632
6010	chr17	79827882	79827882	-0.052946232	0.052946232	90653	417503	417503	1	15	ARHGDIA	NM_001185077 NM_001185078 NM_001301240 NM_001301241 NM_001301242 NM_001301243 NM_004309 NP_001172006 NP_001172007 NP_001288169 NP_001288170 NP_001288171 NP_001288172 NP_004300 NR_125441 XM_011523574 XP_011521876	inside intron	inside	1400	inside intron	-48	2	6	5' UTR	-	3685	NA	396	33611
5326	chr16	1254253	1254253	-0.052945978	0.052945978	72230	371238	371238	1	3	CACNA1H	NM_001005407 NM_021098 NP_001005407 NP_066921 XM_005255652 XM_006720963 XM_006720964 XM_006720965 XM_006720967 XM_006720968 XM_011522724 XM_011522727 XM_017023819 XM_017023820 XM_017023821 XP_005255709 XP_006721026 XP_006721027 XP_006721028 XP_006721030 XP_006721031 XP_011521026 XP_011521029 XP_016879308 XP_016879309 XP_016879310	inside exon	inside	51012	inside exon	0	10	34	inside transcription region	+	68531	NA	8912	68291
10915	chr8	1999014	1999014	-0.052944251	0.052944251	185602	219912	219912	1	1	MYOM2	NM_003970 NP_003961 XM_006716237 XP_006716300	inside intron	inside	5856	inside intron	-5730	1	24	5' UTR	+	100222	NA	9172	69785
9473	chr6	32967930	32967930	-0.052940621	0.052940621	164061	168113	168113	1	1	HLA-DOA	NM_002119 NP_002110	downstream	downstream	9459	NA	NA	NA	4	NA	-	5429	NA	3111	29106
4064	chr12	106394991	106394991	-0.052940419	0.052940419	49392	317989	317989	1	1	NUAK1	NM_014840 NP_055655	downstream	downstream	138820	NA	NA	NA	7	NA	-	76686	NA	9891	73035
3457	chr11	5144101	5144101	-0.052939825	0.052939825	31944	277680	277680	1	1	OR52A5	NM_001005160 NP_001005160	downstream	downstream	9771	NA	NA	NA	1	NA	-	950	NA	390054	33235
7378	chr20	61718852	61718852	-0.052939068	0.052939068	122450	460063	460063	1	6	LINC01749	NR_033370	downstream	downstream	78117	NA	NA	NA	5	NA	+	75688	NA	63930	51990
6484	chr19	52005108	52005108	-0.052934277	0.052934277	101493	446883	446883	1	11	SIGLEC12	NM_033329 NM_053003 NP_201586 NP_443729 XM_011527441 XM_011527442 XP_011525743 XP_011525744	promoter	promoter	65	NA	NA	NA	8	NA	-	10430	NA	89858	68540
8091	chr4	3675120	3675120	-0.052931982	0.052931982	141187	109886	109886	1	2	LINC02171	NR_034136	downstream	downstream	4462	NA	NA	NA	3	NA	-	4262	NA	100133461	795
9146	chr5	180324804	180324804	-0.052931827	0.052931827	160230	151329	151329	1	7	BTNL8	NM_001040462 NM_001159707 NM_001159708 NM_001159709 NM_001159710 NM_024850 NP_001035552 NP_001153179 NP_001153180 NP_001153181 NP_001153182 NP_079126 XM_011534649 XM_011534650 XM_011534651 XM_011534652 XM_011534653 XP_011532951 XP_011532952 XP_011532953 XP_011532954 XP_011532955	promoter	promoter	1273	NA	NA	NA	8	NA	+	51829	NA	79908	61641
5021	chr15	25415389	25415389	-0.052931553	0.052931553	64977	354814	354814	1	4	IPW	NR_023915	inside intron	inside	52832	inside intron	293	3	7	inside transcription region	+	57460	NA	3653	31596
11991	chrX	141293131	141293131	-0.052930702	0.052930702	204068	483491	483491	1	8	MAGEC2	NM_016249 NP_057333	promoter	promoter	55	NA	NA	NA	3	NA	-	2948	NA	51438	40078
8248	chr4	42400738	42400738	-0.052930105	0.052930105	143363	114747	114747	1	21	SHISA3	NM_001080505 NP_001073974	inside intron	inside	882	inside intron	-387	1	2	inside transcription region	+	4648	NA	152573	13364
2362	chr1	210426358	210426358	-0.052928246	0.052928246	17264	40459	40459	1	3	SERTAD4	NM_001354173 NM_019605 NP_001341102 NP_062551 XM_005273193 XP_005273250 XR_921894	downstream	downstream	15228	NA	NA	NA	3	NA	+	5310	NA	56256	46867
579	chr14	95983383	95983383	0.05292681	0.05292681	62910	349699	349699	1	5	SNHG10	NR_001459 NR_003138	downstream	downstream	17826	NA	NA	NA	1	NA	-	1960	NA	283596	26201
11836	chrX	16965405	16965405	-0.052924757	0.052924757	200998	474839	474839	1	12	REPS2	NM_001080975 NM_004726 NP_001074444 NP_004717 XM_005274625 XM_005274626 XM_011545603 XM_011545604 XM_011545605 XM_011545606 XM_011545607 XM_011545609 XM_017029955 XM_017029956 XM_017029957 XM_017029958 XP_005274682 XP_005274683 XP_011543905 XP_011543906 XP_011543907 XP_011543908 XP_011543909 XP_011543911 XP_016885444 XP_016885445 XP_016885446 XP_016885447 XR_001755742	inside intron	inside	591	inside intron	-147	1	18	inside transcription region	+	206589	NA	9185	69868
1458	chr6	134438569	134438569	0.052923853	0.052923853	169362	181186	181186	1	1	HMGA1P7	NR_037938	inside intron	inside	249	inside intron	112	1	2	5' UTR	-	3707	NA	387065	32647
7875	chr3	113955600	113955600	-0.05292238	0.05292238	134657	95169	95169	1	4	ZNF80	NM_007136 NP_009067 XM_017007132 XM_017007133 XM_017007134 XM_017007135 XM_017007136 XP_016862621 XP_016862622 XP_016862623 XP_016862624 XP_016862625	inside exon	inside	825	inside exon	0	1	1	inside transcription region	-	2945	NA	7634	58944
8813	chr5	20303818	20303818	-0.052921978	0.052921978	151197	131742	131742	1	4	CDH18	NM_001167667 NM_001291956 NM_001291957 NM_001349556 NM_001349558 NM_001349559 NM_001349560 NM_001349561 NM_001349562 NM_001349563 NM_004934 NP_001161139 NP_001278885 NP_001278886 NP_001336485 NP_001336487 NP_001336488 NP_001336489 NP_001336490 NP_001336491 NP_001336492 NP_004925 XM_005248228 XM_006714435 XM_011513928 XM_011513929 XM_011513930 XM_017008924 XM_017008925 XM_017008926 XM_017008927 XM_017008928 XM_017008929 XM_017008930 XM_017008931 XM_017008932 XM_017008933 XM_017008934 XM_017008935 XM_017008936 XM_017008937 XM_017008938 XM_017008939 XM_017008940 XM_017008941 XP_005248285 XP_006714498 XP_011512230 XP_011512231 XP_011512232 XP_016864413 XP_016864414 XP_016864415 XP_016864416 XP_016864417 XP_016864418 XP_016864419 XP_016864420 XP_016864421 XP_016864422 XP_016864423 XP_016864424 XP_016864425 XP_016864426 XP_016864427 XP_016864428 XP_016864429 XP_016864430	inside intron	inside	272164	inside intron	-48203	2	15	5' UTR	-	1102827	NA	1016	3878
5568	chr16	86409251	86409251	-0.052915867	0.052915867	79324	387800	387800	1	1	LINC00917	NR_024406	upstream	upstream	29966	NA	NA	NA	6	NA	-	13829	NA	732275	58045
4239	chr12	131485357	131485357	-0.052915846	0.052915846	52057	324634	324634	1	1	ADGRD1	NM_001330497 NM_198827 NP_001317426 NP_942122 XM_005253566 XM_011538203 XM_011538204 XM_011538205 XM_011538206 XM_011538207 XM_011538208 XM_011538209 XM_011538210 XM_011538211 XM_011538212 XP_005253623 XP_011536505 XP_011536506 XP_011536507 XP_011536508 XP_011536509 XP_011536510 XP_011536511 XP_011536512 XP_011536513 XP_011536514	inside intron	inside	46905	inside intron	-369	10	26	inside transcription region	+	187556	NA	283383	26122
2050	chr1	48508839	48508839	-0.05291522	0.05291522	7817	19220	19220	1	1	TRABD2B	NM_001194986 NP_001181915 XM_006710640 XM_011541443 XM_011541444 XM_011541445 XM_017001260 XM_017001261 XM_017001262 XM_017001263 XP_006710703 XP_011539745 XP_011539746 XP_011539747 XP_016856749 XP_016856750 XP_016856751 XP_016856752 XR_946654	upstream	upstream	46277	NA	NA	NA	7	NA	-	236362	NA	388630	32935
8001	chr3	160475128	160475128	-0.05291333	0.05291333	137763	101809	101809	1	5	PPM1L	NM_001317911 NM_001317912 NM_139245 NP_001304840 NP_001304841 NP_640338 NR_134243 XM_011512440 XP_011510742	inside intron	inside	1132	inside intron	-632	1	4	inside transcription region	+	314821	NA	151742	13220
7212	chr20	2444631	2444631	-0.052911984	0.052911984	119302	451306	451306	1	3	SNRPB	NM_003091 NM_198216 NP_003082 NP_937859	inside intron	inside	6868	inside intron	-85	5	7	inside transcription region	-	9211	NA	6628	54955
8498	chr4	190949036	190949036	-0.052911449	0.052911449	149424	127278	127278	1	2	NA	NA	promoter	promoter	624	NA	NA	NA	4	NA	-	2889	NA	100288255	1136
199	chr1	207992548	207992548	0.052910528	0.052910528	17067	40086	40086	1	13	LOC148696	NM_001039568 NR_026817	inside exon	inside	824	inside exon	0	1	1	inside transcription region	+	4217	NA	148696	12650
3963	chr12	20810676	20810676	-0.052909548	0.052909548	44325	306509	306509	1	1	PDE3A	NM_000921 NM_001244683 NP_000912 NP_001231612 XM_017019420 XM_017019421 XP_016874909 XP_016874910	inside intron	inside	85878	inside intron	-3536	14	15	inside transcription region	+	112243	NA	5139	39980
10145	chr7	27265159	27265159	-0.052908238	0.052908238	175268	196328	196328	1	5	EVX1	NM_001304519 NM_001304520 NM_001989 NP_001291448 NP_001291449 NP_001980	upstream	upstream	17005	NA	NA	NA	3	NA	+	4028	NA	2128	17397
8179	chr4	7813911	7813911	-0.052905005	0.052905005	141795	111455	111455	1	6	AFAP1	NM_001134647 NM_021638 NM_198595 NP_001128119 NP_940997 XM_006713909 XM_011513544 XM_017008535 XM_017008536 XP_006713972 XP_011511846 XP_016864024 XP_016864025	inside intron	inside	127742	inside intron	-2420	9	18	inside transcription region	-	181213	NA	60312	50702
3028	chr10	124909028	124909028	-0.052904376	0.052904376	29138	268651	268651	1	30	HMX2	NM_005519 NP_005510 XM_005269743 XP_005269800	inside intron	inside	1390	inside intron	57	2	2	inside transcription region	+	2550	NA	3167	29561
1895	chr1	11372138	11372138	-0.052903742	0.052903742	2776	7351	7351	1	1	UBIAD1	NM_001330349 NM_001330350 NM_013319 NP_001317278 NP_001317279 NP_037451 XM_006710590 XM_011541304 XP_006710653 XP_011539606 XR_946616	downstream	downstream	38883	NA	NA	NA	2	NA	+	15236	NA	29914	28252
